SKU,Product_Name,Product_Description,Quantity,Product_Location
445128065,Indomethacin,Indomethacin,4366,US
445193864,Urea,Urea,1834,ZA
445272429,Arsenicum Metallicum,Arsenicum Metallicum,4953,PT
445503113,Tylenol Arthritis Pain,Acetaminophen,1110,CN
445637911,SODIUM IODIDE I 123,sodium iodide i 123,705,AF
445756525,Germ Bloc Hand Sanitizer,Benzalkonium Chloride,3715,ID
446633744,Ampicillin and Sulbactam,"AMPICILLIN, SULBACTAM",982,CZ
447345695,Modafinil,modafinil,1554,FR
447437971,Ondansetron,Ondansetron,2096,ID
447715921,PURELL SF607 Instant Hand Sanitizing,BENZALKONIUM CHLORIDE,3418,CN
449657852,Testosterone Cypionate,Testosterone Cypionate,3896,ID
449720582,Levothyroxine Sodium,levothyroxine sodium,471,PA
449941946,Biogtuss,"Guaifenesin, Phenylephrine HCl, Dextromethorphan HBr",2969,ID
450169240,PRIMAXIN,imipenem and cilastatin sodium,347,CN
450258554,Milk of Magnesia,Magnesium hydroxide,4047,CN
452456439,Entacapone,Entacapone,3658,CN
452521726,Aminosyn II,"ISOLEUCINE, LEUCINE, LYSINE ACETATE, METHIONINE, PHENYLALANINE, THREONINE, TRYPTOPHAN, VALINE, ALANINE, ARGININE, ASPARTIC ACID, GLUTAMIC ACID, HISTIDINE, PROLINE, SERINE, N-ACETYLTYROSINE, and GLYCINE",2682,PY
453134369,kaiser permanente benzoyl peroxide,BENZOYL PEROXIDE,2955,NA
453445905,PLAGENTRA BABY SUNCITY,"OCTINOXATE, OCTISALATE, TITANIUM DIOXIDE",4249,GR
453847034,Sulfamethoxazole and Trimethoprim,Sulfamethoxazole and Trimethoprim,82,SL
455805052,ibuprofen,Ibuprofen,1314,FR
455934696,Donepezil Hydrochloride,Donepezil Hydrochloride,619,CO
458586491,Dove,"AVOBENZONE, ENSULIZOLE, OCTICSALATE",1509,CA
460062126,Tramadol Hydrochloride,Tramadol Hydrochloride,1671,CN
460420101,Melvita NECTAR DE ROSES BB Sunscreen BROAD SPECTRUM SPF 15 NUDE ROSE,TITANIUM DIOXIDE,1595,LU
460543580,Bromday,bromfenac,3616,KE
461278751,Oxymorphone hydrochloride,Oxymorphone hydrochloride,3035,CZ
461370897,Kirkland Signature Aller Tec D,"Cetirizine HCl, Pseudoephedrine HCl",4481,PE
462435788,Enteric coated aspirin,Aspirin,3970,PH
463727178,Esgic,"butalbital, acetaminophen and caffeine",4597,ID
465664383,Cold and Hot,Menthol,236,JP
466439724,Rhizopus oryzae,Rhizopus oryzae,4997,ID
467185063,CYZONE,"Octinoxate, Octocrylene, Oxybenzone, Octisalate, Titanium Dioxide, and Ensulizole",530,PE
467669191,Meloxicam,Meloxicam,1734,YE
468527886,OXYCODONE HYDROCHLORIDE,OXYCODONE HYDROCHLORIDE,4121,ID
468721352,Famotidine,Famotidine,4556,CN
469060376,pain relief,Acetaminophen,703,AM
469302761,COUMADIN,warfarin sodium,1571,ID
470210130,Covergirl Outlast Stay Fabulous 3in1 Foundation,Ensulizole,1820,YE
474714827,Hydroxyzine Pamoate,Hydroxyzine Pamoate,565,LV
476469301,RUMEX ACETOSELLA POLLEN,Dock Sour Sheep Sorrel,2767,PS
476964889,Wasp hymenoptera venom Venomil Maintenance,Wasp hymenoptera venom Venomil Maintenance,3802,BR
477601161,Engystol,CYNANCHUM VINCETOXICUM ROOT and SULFUR,4091,CZ
480350943,Quetiapine fumarate,Quetiapine fumarate,1724,CN
480401469,Calcium Plus,"Alfalfa, Calcarea carbonica, Calcarea fluorica, Calcarea phosphorica, Hydrofluoricum acidum, Shark cartilage, Symphytum officinale,",4405,BF
481208290,Sunmark Chest Congestion Relief DM,Dextromethorphan Hydrobromide / Guaifenesin,1302,TM
481661740,Homeopathic HCG,"L-arginine, L-carnitine, L-ornithine, L-tyrosine, HCG(Human chorionic conadotropin,",2877,CN
481781457,Nasotuss,"Chlorcyclizine Hydrochloride, Codeine Phosphate, Phenylephrine Hydrochloride",1381,PH
482270229,Listerine Total Care Anticavity,Sodium Fluoride,2472,LK
482408871,CARBO VEG,ACTIVATED CHARCOAL,1963,ML
484163355,good sense nicotine,Nicotine Polacrilex,1770,CN
485822167,PATANASE,olopatadine hydrochloride,4128,RU
486387570,Ramipril,Ramipril,3220,CN
487084771,HealthMart Mucus Relief FM,"Acetaminophen, dextromethorphan HBr, guaifenesin, Phenylephrine HCl",3290,TH
487258192,Pleo Muscar,amanita muscaria var. muscaria,3421,TH
487331214,Allergy Relief,Loratadine,1486,PH
487485021,ALPRAZOLAM,Alprazolam,3843,GR
488237029,infants gas relief drops,simethicone,3811,ID
488849583,Synthroid,LEVOTHYROXINE SODIUM,4651,PH
489699748,Pepper Tree Pollen,Pepper Tree Pollen,4496,ID
489999561,Diphenoxylate Hydrochloride and Atropine Sulfate,diphenoxylate hydrochloride and atropine sulfate,1817,CN
490694522,Hemorrhoids,"HORSE CHESTNUT, KRAMERIA LAPPACEA ROOT, STRYCHNOS NUX-VOMICA SEED, and CALCIUM FLUORIDE",3694,HR
490897674,Pullularia,Pullularia,155,RU
491468726,PediaCare Gas Relief Drops Dye Free,Simethicone Emulsion and Simethicone,921,CN
491586118,Antispetic,"Eucalyptol, menthol, methyl salicylate, thymol",2802,PS
492338916,Good Neighbor Pharmacy Cough DM ER,dextromethorphan polistirex,2594,RU
492676843,Diclofenac Sodium and Misoprostol,Diclofenac Sodium and Misoprostol,1487,RU
493094829,Acetaminophen Oral Solution,Acetaminophen,3623,PH
493192067,Butrans,buprenorphine,1643,GB
494124369,Mustard Seed,Mustard Seed,428,PK
494245914,Kids Disappearing Color SPF50 Broad Spectrum Suncreen Pink Strawberry Scented,"Avobenzone, Homosalate, Octisalate, Octocrylene, Oxybenzone",4136,PE
494511924,Avelox ABC Pack,MOXIFLOXACIN HYDROCHLORIDE,4082,JP
496504913,HepaGam B,Hepatitis B Immune Globulin (Human),3972,ET
496587567,Sodium Phosphates,"sodium phosphate, monobasic, monohydrate and sodium phosphate, dibasic anhydrous",1042,PH
497886581,Ibuprofen,Ibuprofen,770,PT
497912504,CareOne Healing,Petrolatum,1000,GR
497938525,Demadex,Torsemide,3253,BR
498057814,LBEL,"Ensulizole, Octinoxate, Octisalate, Oxybenzone, and Titanium dioxide",104,FR
499398485,Acamprosate Calcium,acamprosate calcium enteric-coated,2121,PH
499421348,Care One Nicotine,Nicotine Polacrilex,4642,RU
500725477,diphenhydramine hydrochloride,diphenhydramine hydrochloride,3621,AR
501466534,Lisinopril,Lisinopril,4708,BO
501609133,Lancome Paris Absolue Premium Bx Replenishing and Rejuvenating Day,"Avobenzone, Octisalate and Octocrylene",4274,CN
501879989,Lucky Instant Hand Cleanser with Vitamin E,Ethyl Alcohol,4411,CN
502993229,Kit for the Preparation of Technetium Tc99m Sestamibi,TETRAKIS(2-METHOXYISOBUTYLISOCYANIDE)COPPER(I) TETRAFLUOROBORATE,525,NG
503326585,Clean All,ALCOHOL,346,ID
504203069,THERA Antifungal Body,Miconazole Nitrate,1207,IT
504516995,Zincoxide,Zinc Oxide,1014,ID
505545470,Dove,Aluminum Zirconium Tetrachlorohydrex GLY,4889,CN
506508976,CRESTOR,Rosuvastatin calcium,1685,BR
507306229,Lip Balm Vanilla,"Octinoxate, Oxybenzone",4556,RU
509181078,Hydralazine Hydrochloride,Hydralazine Hydrochloride,3941,RU
511727523,Arthritis Therapy,"APIS MELLIFERA, BRYONIA ALBA ROOT, CALCIUM FLUORIDE, LITHIUM CARBONATE, TOXICODENDRON PUBESCENS LEAF, RUTA GRAVEOLENS FLOWERING TOP, SALICYLIC ACID",2930,CN
512116762,PediaCare Childrens Plus Cough and Sore Throat,Dextromethorphan Hydrobromide and Acetaminophen,4547,HU
513628776,Amoxicillan and clavulanate potassium,Amoxicillan and clavulanate potassium,3517,RU
513681853,Lidocaine Hydrochloride and Dextrose,LIDOCAINE HYDROCHLORIDE ANHYDROUS and DEXTROSE MONOHYDRATE,950,TH
513760456,Sertraline Hydrochloride,Sertraline Hydrochloride,3712,CN
513995806,Urea,Urea,1803,PT
516257671,Poverty Weed,Poverty Weed,2092,LT
517691731,Goldenrod,Goldenrod,2207,CN
518692828,mally Face Defender Foundation,"TITANIUM DIOXIDE, ZINC OXIDE",4634,VN
519606631,Eve Lom Radiance Perfected Tinted Moisturiser Broad Spectrum SPF 15 Sunscreen,Titanium Dioxide and Octinoxate,4510,CL
520341084,nizatidine,nizatidine,2868,FR
522570103,Stay Awake,Caffeine,735,ID
523801969,Blistex,"Petrolatum, Octinoxate, and Oxybenzone",4193,CN
524547047,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,2421,FM
526431722,SOLENOPSIS INVICTA,Fire Ant,532,ID
526670923,No7 Stay Perfect Foundation Sunscreen SPF 15 Blonde,Octinoxate and Titanium Dioxide,1793,PT
527629855,ATOMY SUNSCREEN,"Octinoxate, Octisalate, Zinc Oxide, Titanium Dioxide",2149,ID
529549789,ibuprofen,Ibuprofen,4130,AL
529857346,NeutrapHor,Dimethicone,830,PH
531011989,Topiramate,Topiramate,3363,VE
531436622,Fluocinolone Acetonide,fluocinolone acetonide,1061,ZA
534094568,HEMORRHOIDS RELIEF,"AESCULUS HIPPOCASTANUM, HAMAMELIS VIRGINIANA, PAEONIA OFFICINALIS, COLLINSONIA, TEUCRIUM MARUM, VERBASCUM, BOLDO, SULPHUR, SODIUM NITRATE, RATANHIA, ACIDUM NITRICUM, NATRUM MURIATICUM, PODOPHYLLUM PELTATUM, RUTA GRAVEOLENS, APIS MELLIFICA",1977,CN
534808849,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,3761,JP
535894126,Ibuprofen,Ibuprofen,3901,UA
536402725,good sense pain relief,Acetaminophen,4244,NG
536632319,Venlafaxine Hydrochloride,Venlafaxine Hydrochloride,4609,US
537176771,Xopenex,levalbuterol hydrochloride,272,BR
537874331,No7 Lift and Luminate Foundation Sunscreen Broad Spectrum SPF 15 Warm Ivory,Octinoxate,418,CN
538037940,Mycophenolate Mofetil,Mycophenolate Mofetil,1518,GR
538234904,Carbocaine with Neo-Cobefrin,Mepivacaine hydrochloride and Levonordefrin,3948,CO
539452594,Instant Hand Sanitizer Sugar Plum,ETHYL ALCOHOL,4855,US
540538424,Candida,Candida albicans,2712,CN
540950284,ECZEMA FAST HEALING,OATMEAL,3897,HR
542426305,Gelato Topical Anesthetic,Benzocaine,3688,SE
542797946,Olanzapine,olanzapine,1988,UG
545887525,Verapamil Hydrochloride,Verapamil Hydrochloride,4188,UA
546527670,Red Mulberry,Red Mulberry,4152,PT
547491251,Paroxetine,Paroxetine,3981,DE
549951285,Diltiazem Hydrochloride,diltiazem hydrochloride,4891,TN
550606101,Ibuprofen,Ibuprofen,4635,ID
550704619,ALLI,orlistat,276,AL
551298909,NARS,Octinoxate and Titanium dioxide,3173,CO
551657984,Amoxicillin and Clavulanate Potassium,Amoxicillin and Clavulanate Potassium,2549,LU
551707828,Quetiapine Fumarate,Quetiapine Fumarate,3990,ID
551936481,Diabecline,Tetracycline hydrochloride,494,CF
553314374,BACTOFLAM,"ECHINACEA,BAPTISIA,APIS MELLIFICA ,FERRUM PHOSPHORICUM ,",1406,CN
553840517,LBEL REPLENISHING FOUNDATION SPF 14,Octinoxate,1350,VN
555260305,Caraway Seed,Caraway Seed,2164,CN
555667349,Ondansetron,ONDANSETRON HYDROCHLORIDE,3826,PL
556303070,Viagra,sildenafil citrate,4887,ET
556478205,Rocaltrol,calcitriol,4306,ID
557144568,Eye Itch,Ketotifen Fumarate,3156,SE
557411207,Fngsode,"Ceanothus americanus, Condurango, Echinacea angustifolia, Hydrastis canadensis, Ligusticum porteri, Lomatium, Nasturtium aquaticum, Tabebuia impetiginosa, Astragalus membranaceus,",2665,BA
560390634,Australian Gold,"Avobenzone, Octisalate, and Octocrylene",4182,MY
561194477,Nitrofurantoin Monohydrate/ Macrocrystalline,Nitrofurantoin Monohydrate/Macrocrystalline,1406,TH
561922309,Candida Alb,Candida Albicans,2916,PT
562883266,Colgate,SODIUM FLUORIDE and POTASSIUM NITRATE,1283,PL
566953982,Adapalene,Adapalene,453,NG
567353576,Lithium Carbonate,Lithium Carbonate,1386,JP
567998054,Healthy Hands,ALCOHOL,831,JP
569025259,VANICREAM,Titanium Dioxide and Zinc Oxide,576,BR
569045512,Lisinopril,lisinopril,4631,BR
569164107,Lidocaine Hydrochloride,Lidocaine Hydrochloride,3998,IR
570788153,Suphedrine PE,Phenylephrine HCl,3153,PY
571445311,ACTIQ,fentanyl citrate,3706,BR
572633151,Effervescent Cold Relief,"ASPIRIN, CHLORPHENIRAMINE MALEATE, PHENYLEPHRINE BITARTRATE",3238,CN
572980079,Lisinopril,Lisinopril,2508,UA
574113898,Lidocaine Hydrochloride and Dextrose,LIDOCAINE HYDROCHLORIDE and DEXTROSE MONOHYDRATE,2703,FI
574398852,ACETAMINOPHEN AND CODEINE,ACETAMINOPHEN AND CODEINE,3860,PH
575223899,Maybelline New York Fit Me Foundation Dewy Plus Smooth SPF 18 Sunscreen,Octinoxate,4561,BD
575816138,AXID,nizatidine,4203,JP
576063709,LESCOL XL,fluvastatin sodium,3614,RU
576947775,Compazine,Prochlorperazine Maleate,2948,CN
578420234,BareMinerals Golden Deep matte,Titanium Dioxide and Zinc Oxide,464,JP
579678552,Allopurinol,Allopurinol,3912,ID
580775774,Cardio Tonic,"Kali muriaticum, Kali phosphoricum, Plantago major, Cactus grandiflorus, Digitalis purpurea,",644,ID
582069777,Ondansetron,Ondansetron,3691,VN
582216366,Oxybutynin Chloride,Oxybutynin Chloride,3449,ID
582499329,topiramate,topiramate,4735,UA
583091268,URIBEL,"Methenamine, Sodium Phosphate, Monobasic, Monohydrate, Phenyl Salicylate, Methylene Blue, and Hyoscyamine Sulfate",3406,CN
584287582,BZK Cleansing,Benzalkonium Chloride,1220,GR
584436803,Pleo Pin,FOMITOPSIS PINICOLA,1908,CA
584653669,Sunmark Day time,"acetaminophen, dextromethorphan Hbr, Phenylephrine HCl",552,TH
585667003,Ceramide Lift And Firm Day Broad Spectrum Sunscreen SPF 30,"OCTINOXATE, OXYBENZONE, OCTISALATE, and AVOBENZONE",160,AF
585836221,HYCAMTIN,topotecan hydrochloride,882,BR
586339364,QUERCUS ALBA POLLEN,White Oak,1027,RU
586697556,NICOTINE,nicotine polacrilex,3647,FI
587438583,diclofenac sodium,diclofenac sodium,287,CN
587584164,Risperidone,Risperidone,4284,ID
588466917,Premier Value Illuminating Daily Moisturizer,"Avobenzone, Octisalate, Octocrylene",95,RU
589914490,Agnus castus e sem. 4,Agnus castus e sem. 4,3614,CN
590299641,Mirapex,pramipexole dihydrochloride,859,IE
590608566,Enchanted Moments Mistletoe Kisses Hand Sanitizer,ALCOHOL,4861,CN
592119331,Lamotrigine,Lamotrigine,3699,PL
592769174,Oxycodone and Acetaminophen,Oxycodone and Acetaminophen,1201,CN
592825143,Cardio Tonic,"Kali Muriaticum, Kali Phosphoricum, Plantago Major, Cactus Grandiflorus, Digitalis Purpurea, Heart, L-Carnitine",3079,CN
593230387,Charm-Tex,ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY,2539,LK
593272046,False Ragweed,False Ragweed,3227,ID
597163105,Leucovorin,leucovorin calcium,21,PL
598585197,propofol,propofol,4545,FI
598828365,Lisinopril,Lisinopril,573,CO
599171271,medical air,oxygen,2625,CN
600279906,Porcelain Always color stay-on Makeup Broad Spectrum SPF 15,"Octinoxate, Oxybenzone, Titanium Dioxide",2533,UZ
600724555,Risperidone,Risperidone,1658,CN
601557208,Recovatone,"Glycyrrhiza glabra, Kali muriaticum, Magnesia muriatica, Zincum gluconicum, Kali phosphoricum, Natrum muriaticum, Iodium Phosphorus, Adrenalinum,",101,PH
603464462,TERUFLEX Blood Bag System Anticoagulant Citrate Phosphate Dextrose (CPD) AND OPTISOL Red Cell Preservative,Anticoagulant Citrate Phosphate Dextrose (CPD) AND AS-5 Red Cell Preservative,3679,PL
604375116,Rouge Dior 470 Pearly Pink Serum,OCTINOXATE,3061,YE
604418317,Actemra,tocilizumab,3445,MN
605626428,Metronidazole,Metronidazole,160,CN
606484813,Antispetic,"Eucalyptol, menthol, methyl salicylate, thymol",1052,AM
607728457,MEDICATED CHEST RUB,"camphor, menthol, eucalyptus oil",1525,KE
608555812,Cefoxitin and Dextrose,CEFOXITIN SODIUM,3294,PH
609212591,Ketorolac Tromethamine,Ketorolac Tromethamine,4493,PL
610394695,Up and Up childrens all day allergy relief,cetirizine Hydrochloride,3093,CN
610762607,Proactiv,Salicylic Acid,3461,FR
613553534,Sunmark z sleep,Diphenhydramine HCl,3872,US
616109858,Sotalol Hydrochloride,sotalol hydrochloride,3222,GB
616398423,Waterless Anti-Bacterial Hand Cleanser,Ethyl Alcohol,1464,XK
617794620,Cantil,mepenzolate bromide,2908,FR
618596838,Critic Aid Clear,Petrolatum,221,KZ
620704429,Lorac Foundation Medium Tan,"Octinoxate, Octisalate, Avobenzone",106,PH
621306760,Skin Eruptions Cough,PROTORTONIA CACTI,4441,BR
621906905,Tamsulosin Hydrochloride,Tamsulosin Hydrochloride,1907,MX
622591903,Temazepam,temazepam,1408,SE
623554415,Ibuprofen,Ibuprofen,4988,CL
623931083,Torsemide,Torsemide,930,ID
626554209,Irritated Eye Relief,"Atropa belladonna, Euphrasia stricta and Calcium sulfide",1837,CN
626969443,Loratadine,Loratadine,3555,MX
628561432,Lamotrigine,Lamotrigine,3217,CN
629068971,Anti Inflammatory,"Aconitum napellus, Apis mellifica, Arnica montana, Cartilago suis, Hydrastis canadensis, Hypericum perforatum, Rhus toxicodendron, Thuja occidentalis,",1277,SE
629534499,LACURA,Aluminum Zirconium Tetrachlorohydrex Gly,2977,PH
631313069,Orajel,Sodium Fluoride,329,MG
631511553,Lidocaine Hydrochloride and Epinephrine,Lidocaine Hydrochloride and Epinephrine,3232,CN
632254392,FAMOTIDINE,FAMOTIDINE,1968,CN
633843645,Ropinirole,Ropinirole,561,GT
634924597,Sonata,zaleplon,903,MX
635434859,RITE AID RENEWAL,PETROLATUM,3135,PH
635552232,Triazolam,triazolam,2437,US
636386211,Diphenhydramine Hydrochloride,DIPHENHYDRAMINE HYDROCHLORIDE,4692,BR
636824285,Acetylcysteine,ACETYLCYSTEINE,3714,WS
638340539,Theophylline,Theophylline,1485,GR
639174311,Feldene,piroxicam,1748,GR
640276625,Ethambutol Hydrochloride,Ethambutol Hydrochloride,4057,ID
640863007,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,769,JP
641126352,Muscle Ice,"Phytolacca deccandra, Symphytum officinale, Bellis perennis, Ledum palustre, Ruta graveolens, Magnesia phosphorica, Silicea,",4824,ID
642581565,Extended Phenytoin Sodium,Phenytoin Sodium,1636,IR
643578623,Losartan Potassium,losartan potassium,4573,GR
643653262,Carvedilol,carvedilol,3045,AR
643789492,Neutrogena Healthy Skin 3 in 1 Concealer for Eyes,Titanium Dioxide,1224,ID
643921590,Haloperidol,HALOPERIDOL LACTATE,196,PS
644453722,Chlordiazepoxide Hydrochloride,Chlordiazepoxide Hydrochloride,4213,FR
644544305,Fluoxetine,Fluoxetine Hydrochloride,798,CN
645376570,SNAIL THERAPY 70 ESSENCE,DIMETHICONE,4800,NG
645795598,Zep E-2 Foaming Sanitizing Hand Cleaner,Chloroxylenol,1462,IE
646273914,Xylocaine,LIDOCAINE HYDROCHLORIDE,2205,ID
648216310,Headache Relief,"Acetaminophen, Aspirin, Caffeine",2534,NO
648546632,Pioglitazone Hydrochloride and Metformin Hydrochloride,pioglitazone hydrochloride and metformin hydrochloride,4108,ID
649210728,Calamine Plus Pramoxine HCl,Calamine Plus Spray,4765,ES
649925869,Ondansetron Hydrochloride,Ondansetron Hydrochloride,1815,ID
650299270,Levothyroxine sodium,Levothyroxine sodium,1944,MK
651543972,AUGMENTIN,amoxicillin and clavulanate potassium,2187,DE
651613254,Norepinephrine bitartrate,Norepinephrine bitartrate,2963,ID
652067355,Charm-Tex,Aluminum chlorohydrate,1383,RS
652437554,Methylphenidate Hydrochloride,Methylphenidate Hydrochloride,4637,CL
653639089,Cefotaxime,Cefotaxime,3305,BR
654136129,Dexamethasone,Dexamethasone,2869,CN
655378529,Theo-24,theophylline anhydrous,216,NG
655908371,Dove Ultimate Visibly Smooth Nature Fresh,Aluminum Zirconium Tetrachlorohydrex GLY,4462,CF
656574231,Promethazine Hydrochloride,Promethazine Hydrochloride,4756,US
657481652,Hydralazine Hydrochloride,Hydralazine Hydrochloride,3999,RU
658221274,Leader Childrens Allergy,Diphenhydramine Hydrochloride,1746,RU
658270165,Prednisone,Prednisone,277,SI
659159133,SPA SKILHA,"BEMOTRIZINOL,OCTINOXATE,AVOBENZONE,TITANIUM DIOXIDE",3837,UA
662575849,Spironolactone,spironolactone,2669,PH
662664726,PREP (plus) PRIME BEAUTY BALM,"OCTINOXATE, OCTISALATE, OXYBENZONE, TITANIUM DIOXIDE, ZINC OXIDE",2989,CN
664899926,Sulfacetamide Sodium,Sulfacetamide Sodium,1244,RU
665884303,Nicotine,Nicotine Polacrilex,1109,SD
666611619,Acetaminophen,Acetaminophen,3127,FR
667478271,Claritin,Loratadine,540,US
668304066,Tamiflu,oseltamivir phosphate,3813,DO
669387482,BENLYSTA,belimumab,3465,HR
673066051,ARTHROTEC,diclofenac sodium and misoprostol,1694,CN
673712599,NAPROXEN SODIUM,NAPROXEN SODIUM,4889,BR
677039323,Cyanocobalamin,cyanocobalamin,70,ID
677638188,Jade,Antibacterial Hand Soap,4069,CN
677661221,CYCLOBENZAPRINE HYROCHLORIDE,CYCLOBENZAPRINE HYDROCHLORIDE,4247,UY
677797469,Weed and Grass Antigen,"Alfalfa, Amaranth, Coclebur, Tarasacum officinale, Solidago viragaurea, Kentycky blue grass, Lambs quarter, Marsh elder, Meaadow fescue,",1734,ID
677877161,Simvastatin,simvastatin,273,AL
677913493,Minivelle,estradiol,3509,PE
678381959,"Simply b, MD","Titanium dioxide, Zinc Oxide",2375,PH
678682828,SELECT,OCTINOXATE,515,RU
678692548,Rizatriptan Benzoate,Rizatriptan Benzoate,3365,VN
679907755,Valsartan and hydrochlorothiazide,Valsartan and hydrochlorothiazide,1908,PT
681928093,Clonidine Hydrochloride,clonidine hydrochloride,3632,BN
687657882,Neutrogena Shine Control Makeup,Titanium Dioxide,3140,CN
687795199,Ketorolac Tromethamine,KETOROLAC TROMETHAMINE,4885,CN
689943409,Lisinopril,Lisinopril,4239,BO
690565062,ciclopirox olamine,ciclopirox olamine,3466,RU
691170263,healthy accents childrens allergy,cetirizine hydrochloride,1733,ID
691289650,Mosquito,Mosquito,2968,NG
691673795,Tinted Moisturizer SPF 20,ZINC OXIDE TITANIUM DIOXIDE,298,GR
691748556,Rolaids Extra Strength Mint,Calcium carbonate and Magnesium hydroxide,2983,FR
693170703,Horse Hair,Horse Hair,2715,PH
693253911,Ondansetron Hydrochloride,Ondansetron Hydrochloride,290,CN
694735527,Verapamil,Verapamil hydrochloride,1680,CN
694745499,Revlimid,Lenalidomide,4311,SI
695133733,Timolol Maleate,Timolol Maleate,623,CN
696333224,Amoxicillin,Amoxicillin,3238,PL
698384253,ck one all day perfection face makeup,Titanium Dioxide and Octinoxate,3129,US
698925345,Oxandrolone,oxandrolone,1296,ID
699033020,Utopic,UREA,1023,ID
699131062,Ciprofloxacin,Ciprofloxacin,3317,CN
699841831,ProCentra,dextroamphetamine sulfate,2287,PH
700151017,Cleocin T,clindamycin phosphate,1486,BY
700678464,CVS PHARMACY,BENZALKONIUM CHLORIDE,69,CN
700953365,Cerussite 8,Cerussite 8,3146,KE
701562818,Medicated Pain Relief Hot,"Menthol, Capsicum extract",2430,SE
702391822,Digoxin,Digoxin,1616,GE
702448664,Disopyramide Phosphate,Disopyramide Phosphate,887,KZ
702739370,NITROGEN,NITROGEN,4825,BA
703486726,CVS Pharmacy Daytime Nighttime Severe Cold and Cough Kit,"Acetaminophen, Diphenhydramine HCL, Phenylephrine HCL and Dextromethorphan HBr",1463,MX
703516564,Carbamazepine,Carbamazepine,3955,SE
704285042,CLE DE PEAU BEAUTE SILKY FOUNDATION I,Octinoxate and Titanium dioxide,3884,CL
704307317,Ibuprofen,Ibuprofen,4557,SE
705686952,CEPROTIN,Protein C Concentrate Human,1070,SE
706304857,Thiothixene,thiothixene,4257,IL
706991716,Itchy Eye Drops,ketotifen fumarate,2997,UA
708400167,Sani-Hands,Alcohol,347,KE
710221420,Purell Advanced Hand Sanitizer Refreshing Florals,ALCOHOL,4521,FR
711104598,smart sense pain relief pm,"Acetaminophen, Diphenhydramine HCl",88,CD
713693200,Dollar General Gold,Triclocarban,2214,CN
714140321,PDI Sani-Hands Instant Hand Sanitizing Wipes,Alcohol,2599,CZ
714209421,Doxorubicin Hydrochloride,DOXORUBICIN HYDROCHLORIDE,785,SE
714477793,METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE,4491,US
714826688,Antibacterial Skin Rain Forest Extract From Entiere,TRICLOSAN,2364,RU
714877550,Midodrine HCl,Midodrine Hydrochloride,3557,CN
715703820,Levothyroxine Sodium,Levothyroxine Sodium,1485,CU
716560820,Ultravist,iopromide,1462,UZ
716581931,NITROGLYCERIN,nitroglycerin,4913,PH
716671573,Rx Act Hemorrhoidal,"Mineral oil, Petrolatum, Phenylephrine HCl, Shark liver oil",4312,RU
716778131,SohMed Sinus,"Acetaminophen, Guaifenesin, and Phenylephrine Hydrochloride",1269,BR
717529943,Runny Nose and Cough,"Brompheniramine Maleate, Dextromethorphan Hydrobromide and Phenylephrine Hydrochloride",4362,PH
717648452,Carbamazepine,Carbamazepine,1387,MX
717715006,NBE Citrus,Zinc Acetate and Zinc Gluconate,436,EG
719020063,Hydrochlorothiazide,Hydrochlorothiazide,329,MX
719482825,OXYCODONE AND ACETAMINOPHEN,oxycodone hydrochloride and acetaminophen,240,VN
719990156,PINUS STROBUS POLLEN,White Pine,895,PS
720573692,NOT YET DEFINED,Rizatriptan Benzoate Oral Films,545,PH
722364070,Hydrocortisone Acetate,HYDROCORTISONE ACETATE,2998,AZ
723157333,NWI LUBRICATING,DEXTRAN 70 AND HYDROXYPROPYL METHYLCELLULOSE,3344,BR
723486577,Fever and Flu,"Aconite 30c, Arsenicum 30c, Baptisia 30c, Belladonna 30c, Bryonia 30c, Chelidonium 30c, Eupatorium 30c, Ferrum Phos 30c, Gelsemium 30c, Influenzinum 30c, Naja 30c, Nux Vomica 30c, Oscillo 30c, Phosphorous 30c,",318,PT
723937044,No7 Protect and Perfect Hand Cream Sunscreen SPF 15,"Octinoxate, Avobenzone and Octisalate",2983,PL
724470996,NEXIUM,Esomeprazole magnesium,9,CN
724471767,Hydrocortisone Maximum Strength,Hydrocortisone,463,CN
724750816,Warfarin Sodium,Warfarin,974,TH
725183060,"Food - Plant Source, Yeast, Brewer Saccharomyces cerevisiae","Yeast, Brewer Saccharomyces cerevisiae",1628,US
725762649,ESSENTIAL SOLUTION VITA A MASK SHEET,"GLYCERIN, ALLANTOIN",1004,US
729868349,CamreseLo,levonorgestrel/ethinyl estradiol and ethinyl estradiol,1552,CN
730540965,LIFT LUMIERE,OCTINOXATE and TITANIUM DIOXIDE,4698,ID
732535264,Celexa,citalopram hydrobromide,4956,SE
733577145,Good Sense Night Time,"acetaminophen, dextromethorphan hydrobromide, doxylamine succinate",3845,JP
734377182,White Mertodol,Benzalkonium Chloride,3513,PT
734464843,SELEGILINE HYDROCHLORIDE,SELEGILINE HYDROCHLORIDE,2838,BR
734762551,VENTOLIN,albuterol sulfate,4796,ID
735669427,Orphenadrine Citrate,Orphenadrine Citrate,3761,CU
